step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,replica_1,replica_2,replica_3,replica_4,replica_5
125,2.3387424636e+02,3.4132154616e+02,7.1736086433e-01,1.6285489966e+00,2.5893172622e-01,2.3978325725e-01,8.7854321289e+02,2.4406833947e-01,2.9008523560e+02
126,2.3396731314e+02,3.4149200894e+02,7.1735739803e-01,1.6286575104e+00,2.5884756446e-01,2.3967625201e-01,8.7899304199e+02,2.4410878122e-01,2.9010089111e+02
127,2.3466524874e+02,3.4280091802e+02,7.1750973505e-01,1.6292948662e+00,2.5872188807e-01,2.3934948444e-01,8.8245440674e+02,2.4400484562e-01,2.9012976074e+02
128,2.3493885809e+02,3.4330795039e+02,7.1743097319e-01,1.6296646381e+00,2.5882327557e-01,2.3912495375e-01,8.8379309082e+02,2.4352239072e-01,2.9015972900e+02
129,2.3494886908e+02,3.4330905559e+02,7.1762569389e-01,1.6295331568e+00,2.5876152515e-01,2.3944684863e-01,8.8379187012e+02,2.4375666678e-01,2.9021051025e+02
130,2.3494695131e+02,3.4330454467e+02,7.1780759478e-01,1.6293830656e+00,2.5883829594e-01,2.3969478905e-01,8.8377996826e+02,2.4394440651e-01,2.9021231079e+02
131,2.3504128169e+02,3.4348254276e+02,7.1768359447e-01,1.6295856416e+00,2.5862482190e-01,2.3936432600e-01,8.8425054932e+02,2.4400281906e-01,2.9021386719e+02
132,2.3563500461e+02,3.4460447322e+02,7.1777125639e-01,1.6301517940e+00,2.5870487094e-01,2.3909048736e-01,8.8721752930e+02,2.4363395572e-01,2.9021606445e+02
133,2.3562601723e+02,3.4458680964e+02,7.1767551046e-01,1.6302210820e+00,2.5867551565e-01,2.3908817768e-01,8.8717053223e+02,2.4340645969e-01,2.9021838379e+02
134,2.3565282511e+02,3.4463479758e+02,7.1798835912e-01,1.6299957263e+00,2.5869986415e-01,2.3955680430e-01,8.8729718018e+02,2.4374361336e-01,2.9022494507e+02
135,2.3564600982e+02,3.4461568164e+02,7.1793888387e-01,1.6300351591e+00,2.5863316655e-01,2.3940302432e-01,8.8724505615e+02,2.4382320046e-01,2.9024313354e+02
136,2.3563718642e+02,3.4458515068e+02,7.1779457948e-01,1.6301578953e+00,2.5853449106e-01,2.3909901083e-01,8.8716076660e+02,2.4381005764e-01,2.9028372192e+02
137,2.3567551597e+02,3.4465037339e+02,7.1758486531e-01,1.6303788295e+00,2.5863236189e-01,2.3889140785e-01,8.8733117676e+02,2.4327628314e-01,2.9030560303e+02
138,2.3566271381e+02,3.4462579694e+02,7.1772979494e-01,1.6302457558e+00,2.5853776932e-01,2.3923031986e-01,8.8726629639e+02,2.4344377220e-01,2.9030606079e+02
139,2.3564540685e+02,3.4459288951e+02,7.1787809726e-01,1.6301060391e+00,2.5860834122e-01,2.3943343759e-01,8.8717944336e+02,2.4361036718e-01,2.9030593872e+02
140,2.3577866476e+02,3.4484514000e+02,7.1781387322e-01,1.6303005782e+00,2.5843408704e-01,2.3910124600e-01,8.8784637451e+02,2.4374987185e-01,2.9030566406e+02
141,2.3580851442e+02,3.4490178340e+02,7.1765709930e-01,1.6304615402e+00,2.5852262974e-01,2.3885239661e-01,8.8799597168e+02,2.4343927205e-01,2.9030578613e+02
142,2.3578198978e+02,3.4485158007e+02,7.1751705474e-01,1.6305475331e+00,2.5846588612e-01,2.3886869848e-01,8.8786303711e+02,2.4311968684e-01,2.9030645752e+02
143,2.3580788295e+02,3.4490024425e+02,7.1779759995e-01,1.6303450828e+00,2.5846391916e-01,2.3931427300e-01,8.8799200439e+02,2.4341878295e-01,2.9030621338e+02
144,2.3579943145e+02,3.4488374450e+02,7.1774224890e-01,1.6303820154e+00,2.5842881203e-01,2.3912502825e-01,8.8794818115e+02,2.4349988997e-01,2.9030792236e+02
145,2.3579394476e+02,3.4487151655e+02,7.1765387547e-01,1.6304504942e+00,2.5836062431e-01,2.3885254562e-01,8.8791528320e+02,2.4359828234e-01,2.9031362915e+02
146,2.3582757632e+02,3.4493418481e+02,7.1743072317e-01,1.6306708130e+00,2.5843438506e-01,2.3865823448e-01,8.8808044434e+02,2.4305339158e-01,2.9031729126e+02
147,2.3686326854e+02,3.4689297904e+02,7.1804760967e-01,1.6312693707e+00,2.5831162930e-01,2.3900617659e-01,8.9325817871e+02,2.4312768877e-01,2.9031771851e+02
148,2.3689316912e+02,3.4694916908e+02,7.1819151474e-01,1.6311838714e+00,2.5838032365e-01,2.3915447295e-01,8.9340673828e+02,2.4327416718e-01,2.9031829834e+02
149,2.3706853960e+02,3.4728096068e+02,7.1818686746e-01,1.6313740535e+00,2.5826141238e-01,2.3883976042e-01,8.9428326416e+02,2.4345450103e-01,2.9031887817e+02
150,2.3969083314e+02,3.5224746512e+02,7.1932367789e-01,1.6332110478e+00,2.5833967328e-01,2.3861208558e-01,9.0739410400e+02,2.4325521290e-01,2.9031985474e+02
151,2.3976079191e+02,3.5237929753e+02,7.1919682314e-01,1.6333884098e+00,2.5825029612e-01,2.3864971101e-01,9.0774145508e+02,2.4285057187e-01,2.9032275391e+02
152,2.3975216570e+02,3.5236236372e+02,7.1942135157e-01,1.6331953770e+00,2.5822991133e-01,2.3905572295e-01,9.0769696045e+02,2.4309611320e-01,2.9032348633e+02
153,2.3974838337e+02,3.5235553505e+02,7.1936673219e-01,1.6332361658e+00,2.5823563337e-01,2.3884187639e-01,9.0767895508e+02,2.4316088855e-01,2.9032272339e+02
154,2.3976796546e+02,3.5239257972e+02,7.1934624333e-01,1.6332737492e+00,2.5819873810e-01,2.3860614002e-01,9.0777661133e+02,2.4335202575e-01,2.9032305908e+02
155,2.3974942824e+02,3.5235670295e+02,7.1910578586e-01,1.6334523464e+00,2.5822499394e-01,2.3842562735e-01,9.0768151855e+02,2.4286119640e-01,2.9032611084e+02
156,2.3975257508e+02,3.5236069834e+02,7.1917433217e-01,1.6334002034e+00,2.5809088349e-01,2.3877565563e-01,9.0769171143e+02,2.4281552434e-01,2.9033148193e+02
157,2.3978125778e+02,3.5241515803e+02,7.1928932837e-01,1.6333362290e+00,2.5815594196e-01,2.3885989189e-01,9.0783551025e+02,2.4295228720e-01,2.9033081055e+02
158,2.3974433087e+02,3.5234522803e+02,7.1921520565e-01,1.6333583767e+00,2.5810688734e-01,2.3857791722e-01,9.0765100098e+02,2.4312752485e-01,2.9033084106e+02
159,2.3977668211e+02,3.5240665139e+02,7.1914581207e-01,1.6334495578e+00,2.5814813375e-01,2.3836734891e-01,9.0781292725e+02,2.4306569993e-01,2.9033090210e+02
160,2.3982978626e+02,3.5250752394e+02,7.1899493971e-01,1.6336277215e+00,2.5803455710e-01,2.3843206465e-01,9.0807879639e+02,2.4261359870e-01,2.9033105469e+02
161,2.3985786647e+02,3.5256045642e+02,7.1918224719e-01,1.6335033322e+00,2.5800219178e-01,2.3878249526e-01,9.0821856689e+02,2.4277348816e-01,2.9033120728e+02
162,2.4003169578e+02,3.5288998208e+02,7.1922135280e-01,1.6336538954e+00,2.5805354118e-01,2.3855465651e-01,9.0908758545e+02,2.4283385277e-01,2.9033145142e+02
163,2.4233668667e+02,3.5726254564e+02,7.2032254383e-01,1.6351497856e+00,2.5804099441e-01,2.3835666478e-01,9.2061096191e+02,2.4306596816e-01,2.9033300781e+02
164,2.4232614189e+02,3.5724061214e+02,7.2011494853e-01,1.6353108038e+00,2.5800371170e-01,2.3819473386e-01,9.2055255127e+02,2.4269580841e-01,2.9033926392e+02
165,2.4233980503e+02,3.5726158494e+02,7.2014620518e-01,1.6353031176e+00,2.5788173079e-01,2.3853988945e-01,9.2060681152e+02,2.4252054095e-01,2.9035327148e+02
166,2.4234445779e+02,3.5726125314e+02,7.2022151413e-01,1.6352558193e+00,2.5793531537e-01,2.3855413496e-01,9.2060418701e+02,2.4264520407e-01,2.9037896729e+02
167,2.4233468015e+02,3.5724269979e+02,7.2019326957e-01,1.6352693878e+00,2.5796416402e-01,2.3831473291e-01,9.2055529785e+02,2.4279567599e-01,2.9037902832e+02
168,2.4234515781e+02,3.5726265399e+02,7.2013909656e-01,1.6353247127e+00,2.5793960690e-01,2.3811854422e-01,9.2060778809e+02,2.4285343289e-01,2.9037908936e+02
169,2.4234399951e+02,3.5726065498e+02,7.1998027520e-01,1.6354525028e+00,2.5782540441e-01,2.3821650445e-01,9.2060235596e+02,2.4241878092e-01,2.9037918091e+02
170,2.4233599083e+02,3.5724530052e+02,7.2007601144e-01,1.6353653040e+00,2.5778028369e-01,2.3849707842e-01,9.2056201172e+02,2.4245364964e-01,2.9037921143e+02
171,2.4234456165e+02,3.5726159979e+02,7.2005733031e-01,1.6353903387e+00,2.5787812471e-01,2.3826561868e-01,9.2060491943e+02,2.4253362417e-01,2.9037921143e+02
172,2.4234609805e+02,3.5726451107e+02,7.2007589492e-01,1.6353770025e+00,2.5787311792e-01,2.3810239136e-01,9.2061260986e+02,2.4275450408e-01,2.9037915039e+02
173,2.4233522401e+02,3.5724410715e+02,7.1991240728e-01,1.6354990312e+00,2.5777497888e-01,2.3796750605e-01,9.2055871582e+02,2.4254187942e-01,2.9037911987e+02
174,2.4234659297e+02,3.5726573317e+02,7.1990753788e-01,1.6355136564e+00,2.5768312812e-01,2.3829974234e-01,9.2061566162e+02,2.4226154387e-01,2.9037905884e+02
175,2.4234664783e+02,3.5726581683e+02,7.1992824540e-01,1.6354970528e+00,2.5771605968e-01,2.3824343085e-01,9.2061590576e+02,2.4234557152e-01,2.9037902832e+02
176,2.4233739869e+02,3.5724819959e+02,7.1993819232e-01,1.6354802999e+00,2.5781869888e-01,2.3805041611e-01,9.2056951904e+02,2.4248541892e-01,2.9037911987e+02
177,2.4235086690e+02,3.5727381030e+02,7.1988691147e-01,1.6355359006e+00,2.5771197677e-01,2.3786810040e-01,9.2063690186e+02,2.4261061847e-01,2.9037924194e+02
178,2.4234787731e+02,3.5726826734e+02,7.1978100463e-01,1.6356186351e+00,2.5762474537e-01,2.3800353706e-01,9.2062219238e+02,2.4226291478e-01,2.9037930298e+02
179,2.4234555030e+02,3.5726381629e+02,7.1979067655e-01,1.6356076628e+00,2.5755980611e-01,2.3820339143e-01,9.2061047363e+02,2.4215067923e-01,2.9037936401e+02
180,2.4235645503e+02,3.5728450906e+02,7.1979832291e-01,1.6356138198e+00,2.5769937038e-01,2.3797772825e-01,9.2066497803e+02,2.4225601554e-01,2.9037936401e+02
181,2.4235535165e+02,3.5728239506e+02,7.1981061172e-01,1.6356027909e+00,2.5768300891e-01,2.3784337938e-01,9.2065942383e+02,2.4244400859e-01,2.9037936401e+02
182,2.4235447308e+02,3.5728088346e+02,7.1970373081e-01,1.6356886216e+00,2.5754430890e-01,2.3774597049e-01,9.2065533447e+02,2.4237661064e-01,2.9037936401e+02
183,2.4356891747e+02,3.5958737714e+02,7.2025135961e-01,1.6364905591e+00,2.5748729706e-01,2.3805567622e-01,9.2672766113e+02,2.4204973876e-01,2.9037933350e+02
184,2.4356979156e+02,3.5958910817e+02,7.2020940799e-01,1.6365259557e+00,2.5749307871e-01,2.3793439567e-01,9.2673217773e+02,2.4204958975e-01,2.9037930298e+02
185,2.4356652949e+02,3.5958284520e+02,7.2026411805e-01,1.6364790292e+00,2.5765407085e-01,2.3778568208e-01,9.2671575928e+02,2.4220648408e-01,2.9037924194e+02
186,2.4356914887e+02,3.5958792918e+02,7.2019325913e-01,1.6365389089e+00,2.5747141242e-01,2.3762005568e-01,9.2672906494e+02,2.4234598875e-01,2.9037924194e+02
187,2.4356906373e+02,3.5958782460e+02,7.2016304159e-01,1.6365629451e+00,2.5742852688e-01,2.3779335618e-01,9.2672875977e+02,2.4212557077e-01,2.9037921143e+02
188,2.4356645591e+02,3.5958298442e+02,7.2008495022e-01,1.6366233776e+00,2.5733608007e-01,2.3790651560e-01,9.2671594238e+02,2.4188312888e-01,2.9037921143e+02
189,2.4356875074e+02,3.5958731301e+02,7.2010278363e-01,1.6366124547e+00,2.5750568509e-01,2.3769417405e-01,9.2672735596e+02,2.4198645353e-01,2.9037921143e+02
190,2.4356882251e+02,3.5958742663e+02,7.2011114133e-01,1.6366057176e+00,2.5747036934e-01,2.3758171499e-01,9.2672766113e+02,2.4215739965e-01,2.9037924194e+02
191,2.4356658360e+02,3.5958327543e+02,7.2004928142e-01,1.6366531929e+00,2.5731620193e-01,2.3753196001e-01,9.2671667480e+02,2.4218359590e-01,2.9037921143e+02
192,2.4356813475e+02,3.5958625161e+02,7.2003206314e-01,1.6366682130e+00,2.5728827715e-01,2.3780812323e-01,9.2672448730e+02,2.4187861383e-01,2.9037921143e+02
193,2.4356863883e+02,3.5958738381e+02,7.1991772391e-01,1.6367622809e+00,2.5725954771e-01,2.3763276637e-01,9.2672735596e+02,2.4176494777e-01,2.9037918091e+02
194,2.4356694224e+02,3.5958402935e+02,7.2001077097e-01,1.6366858197e+00,2.5746244192e-01,2.3752184212e-01,9.2671862793e+02,2.4194858968e-01,2.9037915039e+02
195,2.4356775988e+02,3.5958570914e+02,7.1992717957e-01,1.6367539189e+00,2.5722739100e-01,2.3737922311e-01,9.2672296143e+02,2.4208095670e-01,2.9037915039e+02
196,2.4356864309e+02,3.5958731802e+02,7.1996941800e-01,1.6367199992e+00,2.5723585486e-01,2.3758578300e-01,9.2672723389e+02,2.4197903275e-01,2.9037918091e+02
197,2.4356787440e+02,3.5958607689e+02,7.1981929729e-01,1.6368410861e+00,2.5710219145e-01,2.3761239648e-01,9.2672381592e+02,2.4166058004e-01,2.9037918091e+02
198,2.4356857196e+02,3.5958737108e+02,7.1982864602e-01,1.6368354973e+00,2.5728130341e-01,2.3741796613e-01,9.2672723389e+02,2.4171520770e-01,2.9037921143e+02
199,2.4356877744e+02,3.5958773526e+02,7.1984719200e-01,1.6368205151e+00,2.5724267960e-01,2.3732158542e-01,9.2672821045e+02,2.4190106988e-01,2.9037921143e+02
200,2.4356737172e+02,3.5958510100e+02,7.1982423824e-01,1.6368370391e+00,2.5710099936e-01,2.3732692003e-01,9.2672125244e+02,2.4196679890e-01,2.9037921143e+02
201,2.4357088513e+02,3.5959175510e+02,7.1983386031e-01,1.6368325251e+00,2.5712704659e-01,2.3755843937e-01,9.2673876953e+02,2.4172867835e-01,2.9037924194e+02
202,2.4356692436e+02,3.5958452307e+02,7.1963637266e-01,1.6369895646e+00,2.5701576471e-01,2.3734311759e-01,9.2671954346e+02,2.4150805175e-01,2.9037921143e+02
203,2.4356720169e+02,3.5958468138e+02,7.1987963158e-01,1.6367946508e+00,2.5762617588e-01,2.3726075888e-01,9.2672021484e+02,2.4169524014e-01,2.9037921143e+02
204,2.4357271647e+02,3.5959535451e+02,7.1975384845e-01,1.6369009860e+00,2.5721624494e-01,2.3715002835e-01,9.2674816895e+02,2.4183569849e-01,2.9037921143e+02
205,2.4356718436e+02,3.5958412698e+02,7.2022626864e-01,1.6365156407e+00,2.5840598345e-01,2.3738093674e-01,9.2671911621e+02,2.4180723727e-01,2.9037921143e+02
206,2.4356841081e+02,3.5958694545e+02,7.1989890689e-01,1.6367812507e+00,2.5783893466e-01,2.3732712865e-01,9.2672619629e+02,2.4148029089e-01,2.9037921143e+02
207,2.4357410844e+02,3.5959752632e+02,7.2005471395e-01,1.6366640794e+00,2.5851926208e-01,2.3715166748e-01,9.2675421143e+02,2.4144843221e-01,2.9037921143e+02
208,2.4356671911e+02,3.5958412728e+02,7.1963576572e-01,1.6369910446e+00,2.5714308023e-01,2.3706862330e-01,9.2671850586e+02,2.4166655540e-01,2.9037921143e+02
209,2.4357125864e+02,3.5959335307e+02,7.1924614787e-01,1.6373068273e+00,2.5583407283e-01,2.3713202775e-01,9.2674237061e+02,2.4174505472e-01,2.9037921143e+02
210,2.4356724342e+02,3.5958415485e+02,7.2026668957e-01,1.6364854602e+00,2.5884902477e-01,2.3730938137e-01,9.2671923828e+02,2.4157848954e-01,2.9037924194e+02
211,2.4356837274e+02,3.5958449151e+02,7.2142007521e-01,1.6355706163e+00,2.6288595796e-01,2.3706880212e-01,9.2672137451e+02,2.4129250646e-01,2.9037924194e+02
212,2.4357507404e+02,3.5958882154e+02,7.2665833048e-01,1.6314325572e+00,2.7912846208e-01,2.3700499535e-01,9.2673858643e+02,2.4143891037e-01,2.9037921143e+02
213,2.4357260360e+02,3.5957895065e+02,7.2973400308e-01,1.6290213574e+00,2.8906512260e-01,2.3693619668e-01,9.2671618652e+02,2.4161875248e-01,2.9037921143e+02
214,2.4357142442e+02,3.5958264685e+02,7.2620799591e-01,1.6317779695e+00,2.7728655934e-01,2.3717926443e-01,9.2672180176e+02,2.4161255360e-01,2.9037924194e+02
215,2.4357345170e+02,3.5958803710e+02,7.2525035582e-01,1.6325399210e+00,2.7470666170e-01,2.3705612123e-01,9.2673492432e+02,2.4132944643e-01,2.9037924194e+02
216,2.4356870022e+02,3.5958147572e+02,7.2370355225e-01,1.6337607735e+00,2.7018639445e-01,2.3689731956e-01,9.2671594238e+02,2.4120254815e-01,2.9037927246e+02
217,2.4356683222e+02,3.5958451077e+02,7.1948520135e-01,1.6371149757e+00,2.5719869137e-01,2.3682880402e-01,9.2671936035e+02,2.4143975973e-01,2.9037933350e+02
218,2.4356955592e+02,3.5959059842e+02,7.1888410266e-01,1.6375978169e+00,2.5518932939e-01,2.3694822192e-01,9.2673474121e+02,2.4153682590e-01,2.9037936401e+02
219,2.4359543732e+02,3.5956353887e+02,7.5859013113e-01,1.6074299235e+00,4.0309649706e-01,2.3706534505e-01,9.2671618652e+02,2.4141317606e-01,2.9037942505e+02
220,2.4378044685e+02,3.5943901587e+02,8.6193899703e-01,1.5454741759e+00,1.3278357983e+00,2.3681198061e-01,9.2671704102e+02,2.4112039804e-01,2.9037942505e+02
221,2.4380766003e+02,3.5943021649e+02,8.6930923188e-01,1.5420188056e+00,1.4453359842e+00,2.3675794899e-01,9.2673559570e+02,2.4118544161e-01,2.9037942505e+02
222,2.4406405473e+02,3.5924810043e+02,9.2512422224e-01,1.5201717886e+00,2.7457032204e+00,2.3674030602e-01,9.2671704102e+02,2.4142509699e-01,2.9037936401e+02
223,2.4409378521e+02,3.5923161815e+02,9.2957702441e-01,1.5187140520e+00,2.8873550892e+00,2.3698185384e-01,9.2672381592e+02,2.4140916765e-01,2.9037936401e+02
224,2.4411116361e+02,3.5925639728e+02,9.2993183586e-01,1.5187187934e+00,2.9037837982e+00,2.3680344224e-01,9.2679467773e+02,2.4118906260e-01,2.9037936401e+02
225,2.4478316857e+02,3.5880744772e+02,9.9658597917e-01,1.5041216277e+00,6.2641224861e+00,2.3665638268e-01,9.2679467773e+02,2.4099171162e-01,2.9037939453e+02
226,2.4491107881e+02,3.5872250407e+02,1.0050889656e+00,1.5030288083e+00,6.9034714699e+00,2.3660723865e-01,9.2679467773e+02,2.4121254683e-01,2.9037942505e+02
227,2.4540067952e+02,3.5839885419e+02,1.0315605046e+00,1.5009168917e+00,9.3511362076e+00,2.3677614331e-01,9.2679467773e+02,2.4135193229e-01,2.9037945557e+02
228,2.4595353183e+02,3.5803626534e+02,1.0540316903e+00,1.5007075871e+00,1.2115403175e+01,2.3683145642e-01,9.2679467773e+02,2.4123020470e-01,2.9037951660e+02
229,2.4619964942e+02,3.5787582888e+02,1.0622534098e+00,1.5011725270e+00,1.3346497536e+01,2.3657397926e-01,9.2679467773e+02,2.4098125100e-01,2.9037951660e+02
230,2.4787117869e+02,3.5680224307e+02,1.1044584653e+00,1.5053540537e+00,2.1704257965e+01,2.3652353883e-01,9.2679467773e+02,2.4094812572e-01,2.9037948608e+02
231,2.4874318045e+02,3.5625334082e+02,1.1204782000e+00,1.5079992874e+00,2.6063932419e+01,2.3656372726e-01,9.2679467773e+02,2.4124228954e-01,2.9037948608e+02
232,2.4961032883e+02,3.5571512926e+02,1.1339161191e+00,1.5107684136e+00,3.0399507523e+01,2.3679021001e-01,9.2679467773e+02,2.4121309817e-01,2.9037945557e+02
233,2.5515574157e+02,3.5245572722e+02,1.1900765359e+00,1.5280406820e+00,5.8126960754e+01,2.3657153547e-01,9.2679467773e+02,2.4104224145e-01,2.9037945557e+02
234,2.7343666694e+02,3.4403211858e+02,1.2720155053e+00,1.5673605949e+00,1.4953186035e+02,2.3642991483e-01,9.2679467773e+02,2.4081958830e-01,2.9037954712e+02
235,2.7733365045e+02,3.4271435506e+02,1.2827070465e+00,1.5735568376e+00,1.6901654053e+02,2.3640765250e-01,9.2679467773e+02,2.4098765850e-01,2.9037963867e+02
236,3.0863116283e+02,3.3851307076e+02,1.3397814973e+00,1.6112331512e+00,3.2550357056e+02,2.3661607504e-01,9.2679467773e+02,2.4118906260e-01,2.9037976074e+02
237,3.0959460856e+02,3.3856659861e+02,1.3410020022e+00,1.6122312532e+00,3.3032083130e+02,2.3661245406e-01,9.2679467773e+02,2.4103848636e-01,2.9037988281e+02
238,3.1175417657e+02,3.3872639895e+02,1.3436361225e+00,1.6144758000e+00,3.4111898804e+02,2.3635542393e-01,9.2679467773e+02,2.4085679650e-01,2.9038000488e+02
239,3.1409997433e+02,3.3896220310e+02,1.3465116650e+00,1.6167220957e+00,3.5284811401e+02,2.3630541563e-01,9.2679467773e+02,2.4073906243e-01,2.9038003540e+02
240,3.1413912127e+02,3.3896660264e+02,1.3467126701e+00,1.6165717348e+00,3.5304351807e+02,2.3640659451e-01,9.2679467773e+02,2.4106012285e-01,2.9037994385e+02
241,3.1448332738e+02,3.3900676386e+02,1.3471994100e+00,1.6168071140e+00,3.5476425171e+02,2.3660627007e-01,9.2679467773e+02,2.4103528261e-01,2.9038006592e+02
242,3.1513972958e+02,3.3908736825e+02,1.3478539895e+00,1.6175800465e+00,3.5804650879e+02,2.3636125028e-01,9.2679467773e+02,2.4088162184e-01,2.9038021851e+02
243,3.2344616673e+02,3.4054235237e+02,1.3572608466e+00,1.6249372204e+00,3.9957910156e+02,2.3621875048e-01,9.2679467773e+02,2.4067813158e-01,2.9038015747e+02
244,3.2367561369e+02,3.4059392792e+02,1.3575494657e+00,1.6250797666e+00,4.0072622681e+02,2.3623181880e-01,9.2679467773e+02,2.4077461660e-01,2.9038015747e+02
245,3.2368142671e+02,3.4059512739e+02,1.3577378057e+00,1.6248625898e+00,4.0075482178e+02,2.3646807671e-01,9.2679467773e+02,2.4103900790e-01,2.9038012695e+02
246,3.2368722514e+02,3.4059649704e+02,1.3576558988e+00,1.6249748472e+00,4.0078405762e+02,2.3641155660e-01,9.2679467773e+02,2.4085181952e-01,2.9038012695e+02
247,3.2369534657e+02,3.4059842468e+02,1.3575266875e+00,1.6251500384e+00,4.0082504272e+02,2.3615625501e-01,9.2679467773e+02,2.4072916806e-01,2.9038012695e+02
248,3.2390216977e+02,3.4064555943e+02,1.3576721438e+00,1.6254170542e+00,4.0185937500e+02,2.3610651493e-01,9.2679467773e+02,2.4056266248e-01,2.9038012695e+02
249,3.2473946593e+02,3.4084112232e+02,1.3587451613e+00,1.6258975444e+00,4.0604537964e+02,2.3626817763e-01,9.2679467773e+02,2.4087713659e-01,2.9038012695e+02
